MOM_CENTR1,MOM_CENTR2,POS_CORR1,POS_CORR2,SAP_FLUX,SAP_BKG,PDCSAP_FLUX,RESULT
2.1891841460944703E8,2.1943889696078855E8,2.1886005310298926E8,2.1886012539472792E8,2.5669668929999995E8,2.232157022500006E8,2.6238339700000018E8,0
2.18890621892472E8,2.1921349360848945E8,2.1886280181597966E8,2.188887025783729E8,2.4174395039999956E8,2.2193021913000003E8,2.4469522809999952E8,0
2.1891563441847312E8,2.1951068310895064E8,2.188603168206627E8,2.1886168485615683E8,2.5805945520000082E8,2.2166118814300007E8,2.7233273809999967E8,0
2.1892921059464517E8,2.1947347574781108E8,2.1886032401236278E8,2.18861165998082E8,2.508522811999995E8,2.2160114354199973E8,2.6297672510000116E8,0
2.189243927413526E8,2.1949816502219677E8,2.18862682375576E8,2.1888473036403432E8,2.6030531950000116E8,2.237159844300005E8,2.6632122009999993E8,0
2.1890490612320256E8,2.193798178752177E8,2.1886058232953045E8,2.188641583051862E8,2.520535256999996E8,2.233860090100001E8,2.512535960000005E8,0
2.189094469134734E8,2.1943832412238392E8,2.1886018535984704E8,2.1886062397243935E8,2.5342102259999955E8,2.21339985516001E8,2.6523507940000007E8,0
2.189263512728004E8,2.1944822673939887E8,2.1886583168818736E8,2.1890745665528783E8,2.4942733805999964E8,2.2146175030499986E8,2.6048994249999857E8,0
2.1892161858478433E8,2.1947059170009646E8,2.188653241087645E8,2.189095243946888E8,2.583894678999996E8,2.235064062799996E8,2.6378695370000023E8,0
2.1890962865217546E8,2.194347169814263E8,2.188603233068614E8,2.1886157345605645E8,2.5520736849999988E8,2.237430350499993E8,2.6010522429999968E8,0
2.1884462464791396E8,2.187353500243423E8,2.1886004185919687E8,2.1886004176713663E8,3641222.0,2.1521621018999994E8,4696111.0,0
2.1886434325889274E8,2.188949802559348E8,2.1886005056928673E8,2.1886005866609713E8,1.2634948E7,2.1972375540000007E8,1.0737306E7,0
2.1893435552294016E8,2.1934460226734945E8,2.1886327309673664E8,2.1887962819465876E8,1.72182701E8,2.2990957061000025E8,1.15417774E8,0
2.189295255524685E8,2.1935731435507715E8,2.1886005112265489E8,2.1886012820954272E8,8.2197109E7,2.3523582239999908E8,3.5039007E7,0
2.1884449457076687E8,2.187541565743076E8,2.188600418549009E8,2.1886004176384494E8,1.1351973E8,2.1659399343999997E8,1.03890045E8,0
2.1886437581013438E8,2.188897079267453E8,2.1886005061409387E8,2.1886005885842633E8,2.48130716E8,2.194352093600003E8,2.35402573E8,0
2.1893495892168695E8,2.1927248169128802E8,2.1886330409270442E8,2.188767787601328E8,5.91202577E8,2.270091967000002E8,6.27503301E8,0
2.1893027700014818E8,2.192848644362542E8,2.188600506994249E8,2.18860126690415E8,6.27925232E8,2.3218442223000026E8,6.41508639E8,0
2.189213357927553E8,2.192856653765886E8,2.1886493352537555E8,2.1889157336771587E8,6.26922601E8,2.315614555700004E8,6.29512453E8,0
2.1892811286819872E8,2.193220098100998E8,2.18860187506884E8,2.1886043978283495E8,6.81740703E8,2.2862211166000015E8,6.67729235E8,0
2.1893905516575453E8,2.192948204716997E8,2.1886021422688732E8,2.1886030154053742E8,6.07366602E8,2.275305937499997E8,6.42728631E8,0
2.189321713558969E8,2.192964541010747E8,2.188600525305786E8,2.1886012631763858E8,6.33845403E8,2.3245417236999926E8,6.52581257E8,0
2.188984858750099E8,2.1912703171868742E8,2.1886342639464128E8,2.188818578939689E8,4.73236354E8,2.2701806549999964E8,4.78556121E8,0
2.189317118137836E8,2.193473934454621E8,2.188603444623862E8,2.1886133652816373E8,6.98409177E8,2.299660566000007E8,6.9936031E8,0
2.189438274863399E8,2.1932109002025026E8,2.1886034326678124E8,2.188609675737298E8,6.27085038E8,2.2808113083000028E8,6.64866663E8,0
2.1887457098219392E8,2.1886917004605132E8,2.1886005080003226E8,2.1886005803286228E8,2.2048217163000005E8,2.190010686970001E8,2.210269109000009E8,1
2.1907479379037467E8,2.1899065593514043E8,2.1886888214021742E8,2.1886562414346814E8,2.3572257709999982E8,2.2074761545400038E8,2.4378233357999974E8,1
2.1907091330637288E8,2.190008971630283E8,2.1886004892413497E8,2.1886012260970324E8,2.4107152123000053E8,2.2241808856000113E8,2.4676594667000055E8,1
2.1906010958011276E8,2.1900592568025962E8,2.188750395195601E8,2.1887132365657714E8,2.4152835219000077E8,2.227888240600001E8,2.4601213585999915E8,1
2.190862337944964E8,2.190023587972726E8,2.1886023715781868E8,2.1886034339352694E8,2.4556240219999936E8,2.2125333879800057E8,2.5297682659999913E8,1
2.1908647683923295E8,2.1899775740130496E8,2.188602111332362E8,2.1886030513017905E8,2.3642609988E8,2.2083940770699984E8,2.445001393899982E8,1
2.1907666759743497E8,2.1900472827268192E8,2.188600510620993E8,2.1886012899350435E8,2.4130573195E8,2.2246548782000026E8,2.471183359199994E8,1
2.189857423682835E8,2.189517763968621E8,2.1887043964450294E8,2.188678039523476E8,2.3122463677999964E8,2.2037043639300072E8,2.3638280889999968E8,1
2.1909855873834592E8,2.1901019414310926E8,2.1886068948826122E8,2.1886062023887354E8,2.4697269069999963E8,2.2150541955599988E8,2.5466536700000033E8,1
2.22237893060932E8,2.2091785437252176E8,2.1886075142901352E8,2.1886207739334372E8,4.9550365607000643E8,2.4851362185399753E8,6.169887419899937E8,1
2.2238832773388118E8,2.2100677732838604E8,2.1886109036982417E8,2.188619301910874E8,4.966161808000005E8,2.4959132912200224E8,6.107892079799993E8,1
2.1910016835154924E8,2.1900608810843435E8,2.1886054917635706E8,2.188605536398852E8,2.372460369000006E8,2.209636456939994E8,2.4583874923999935E8,1
2.222406913144117E8,2.2091481345295596E8,2.1886087214920795E8,2.1886167004400685E8,4.651245621399969E8,2.489126108550003E8,5.736891278299987E8,1
2.2225489191624215E8,2.2112630222045934E8,2.1886034848368025E8,2.1886055337303585E8,5.471811756700016E8,2.6881696627000034E8,6.349468238999932E8,1
2.2215835971653312E8,2.2106252145608786E8,2.188601276812302E8,2.1886056034752664E8,5.535279957300013E8,2.7131789396999955E8,6.392432786300027E8,1
2.1909884980663148E8,2.1901954641164455E8,2.188693631924369E8,2.1886644841513515E8,2.4324752691000092E8,2.2288155069000006E8,2.4942688500999996E8,1
2.2234794867746222E8,2.2119075719264686E8,2.1886028607502443E8,2.188615027951542E8,5.827448461399981E8,2.8436746147999954E8,6.78926966850004E8,1
2.2163100728151178E8,2.208813168209307E8,2.188608009665211E8,2.188613724802291E8,4.5704890017000306E8,2.5066406944800013E8,5.222427233499973E8,1
2.217313820794683E8,2.2095666601619837E8,2.1886079488806614E8,2.1886154823446873E8,4.894486941499982E8,2.5372339405700138E8,6.146524982000006E8,1
2.1904481080163002E8,2.1899503617686182E8,2.188615967619494E8,2.1886140134742197E8,2.367114158500003E8,2.210794338040005E8,2.4052313403000012E8,1
2.217043697187714E8,2.209389956294431E8,2.18860810175511E8,2.1886090687284607E8,5.006568256499983E8,2.5140553244799814E8,5.586838380999998E8,1
2.222262358494762E8,2.2098048894705656E8,2.1886067809964558E8,2.1886055314751118E8,6.171747122100002E8,2.6228038019899967E8,7.195167590999948E8,1
2.2190113564754087E8,2.2077498847741503E8,2.1886020449484104E8,2.1886074367414895E8,5.755501711499964E8,2.5354979562899965E8,6.658787142000061E8,1
2.190720301446669E8,2.1899349012754077E8,2.188602903245462E8,2.1886032762745643E8,2.4351846767999986E8,2.2120967962899965E8,2.497763876000004E8,1
2.216855390905125E8,2.2063710653116703E8,2.1886046551161477E8,2.188611145609311E8,5.409150028800038E8,2.4875694437199956E8,6.198071797999996E8,1
2.2162655513575596E8,2.2054577451243305E8,2.188607821888703E8,2.1886215770648882E8,4.4283862129000586E8,2.4322839931899908E8,5.2836614132000184E8,1
2.2223954861876157E8,2.2091656779447424E8,2.1886100440925914E8,2.1886178621433827E8,4.8105341975000083E8,2.4815805207399932E8,5.97533304659995E8,1
2.190902804430156E8,2.190000653716982E8,2.1887889155431902E8,2.188718089054268E8,2.360851568899998E8,2.2086075489999944E8,2.4391415423E8,1
2.227002777831304E8,2.211943663160731E8,2.188612454531323E8,2.1886197284369087E8,4.9542779833000034E8,2.5258649543800318E8,6.180174986599971E8,1
2.2222680959235385E8,2.2110745883098304E8,2.1886052236487377E8,2.188605139806783E8,5.386309512499974E8,2.678888744000009E8,6.24453215940005E8,1
2.2152104515864953E8,2.20636938467339E8,2.1886011457241204E8,2.188605592495316E8,4.87726624469997E8,2.6104454517999917E8,5.589543471000024E8,1
2.1908854921371132E8,2.1901266791915694E8,2.1887874920759404E8,2.1887279766888303E8,2.421394240099988E8,2.227173517799999E8,2.4790211060999966E8,1
2.226892671229028E8,2.214186968042573E8,2.1886041071439564E8,2.1886154481456628E8,6.167699984599942E8,2.899459862900018E8,7.259469254199957E8,1
2.190643251294372E8,2.1900928189532658E8,2.1886065486840463E8,2.1886065685194978E8,2.3848454857999992E8,2.2125259090999958E8,2.4656387897999957E8,1
2.1867162472300553E8,2.182455542053358E8,2.1886004184488896E8,2.1886003991604978E8,4.9078587E7,2.1626919791000015E8,4.430175E7,1
2.1891285273557684E8,2.190314422650816E8,2.1886005141880766E8,2.188600777923106E8,1.11258523E8,2.1953060991999984E8,1.0444842E8,1
2.195978920642783E8,2.2121516686732474E8,2.188895916421162E8,2.1895400922455606E8,3.6828861E8,2.259270807300002E8,3.31102809E8,1
2.3016525541032594E8,2.547275717265783E8,2.1886035226389113E8,2.188603387826906E8,3.335773582E9,3.878268768599999E8,3.101253776E9,1
2.3039817392641836E8,2.554675056593623E8,2.1886013989699268E8,2.1886048380036914E8,3.242740415E9,4.0727355595000005E8,3.002057175E9,1
2.1960231131738627E8,2.212150069885549E8,2.1886005697296664E8,2.1886015227224806E8,3.41594254E8,2.3151401821999916E8,3.19647364E8,1
2.2880322545653078E8,2.5040253052233174E8,2.1886030180764246E8,2.1886063531563798E8,2.773697944E9,4.0654205279999644E8,2.565048839E9,1
2.3061146493212843E8,2.5675769451585007E8,2.188609174996717E8,2.1886129243768948E8,3.680622006E9,3.674677448499991E8,3.300421591E9,1
2.2823188947553778E8,2.490692283588548E8,2.18860991232754E8,2.1886135641008016E8,2.920812669E9,3.4433726045999867E8,2.614299751E9,1
2.1958010498526612E8,2.211806929529294E8,2.1891277028722936E8,2.1902894286196753E8,3.52412174E8,2.282615990300006E8,3.19442001E8,1
2.2977757669354355E8,2.5403435415409118E8,2.1886082287788966E8,2.188608118415817E8,3.371470817E9,3.495372335500006E8,3.015667442E9,1
2.308024777036301E8,2.5758187258887145E8,2.1886045538843837E8,2.1886029316765502E8,3.178539546E9,3.97856808590003E8,2.885241176E9,1
2.2928168285381773E8,2.5264960747272426E8,2.188604059233606E8,2.1886060467694154E8,2.817397175E9,3.5684250748000073E8,2.56228299E9,1
2.196813694569292E8,2.2152321033007458E8,2.1886044114422578E8,2.188610610934895E8,3.36262787E8,2.2936977883999994E8,3.0814297E8,1
2.3160433620917472E8,2.6019176758644998E8,2.1886103003655526E8,2.1886154900895295E8,3.516052504E9,3.7639475288999856E8,3.207309079E9,1
2.2926053342686793E8,2.5203493534796715E8,2.1886077952047527E8,2.1886124383632943E8,3.18155396E9,3.176521727099996E8,2.823450695E9,1
2.307696309919592E8,2.568635841510949E8,2.1886104258858117E8,2.1886141096927822E8,3.63686912E9,3.3153030669999695E8,3.22917129E9,1
2.1963759651918176E8,2.2134164982029524E8,2.1886019599140584E8,2.1886038582709077E8,3.65444943E8,2.2627718830999994E8,3.26090769E8,1
2.3045669413224518E8,2.5588087691582343E8,2.1886093834990928E8,2.1886122477645627E8,3.598177981E9,3.3155166288999516E8,3.20197982E9,1
2.3043436672716993E8,2.555823314919506E8,2.1886031301625395E8,2.1886040000770572E8,3.482608267E9,3.9152105403999746E8,3.252881764E9,1
2.3007298832902467E8,2.544370120638999E8,2.1886013125093868E8,2.1886041997247413E8,3.286767609E9,4.0018055118999857E8,3.058755612E9,1
2.1962263107944977E8,2.2127957274787676E8,2.188600546230216E8,2.1886014940870225E8,3.55320277E8,2.317290964300001E8,3.31143303E8,1
2.295688919232164E8,2.5283320195996875E8,2.1886031483407372E8,2.1886075342237124E8,3.115427016E9,4.174451933600037E8,2.905230277E9,1
2.2538934940409034E8,2.3991614485753173E8,2.1886033725091988E8,2.1886049705209956E8,2.151845581E9,3.0424216823999983E8,1.941336744E9,1
2.28810062814314E8,2.5093500276919627E8,2.188609551391247E8,2.1886135020795894E8,3.182165002E9,3.53750173080002E8,2.865141286E9,1
2.1931171868878585E8,2.2031572235762706E8,2.1889658829473174E8,2.1897717904049796E8,2.65765347E8,2.2492821917999962E8,2.39444364E8,1
2.2632693531144324E8,2.4292035950928167E8,2.1886043829183865E8,2.1886043316177547E8,2.405546352E9,3.1273132766999954E8,2.164890559E9,1
2.3270904215538788E8,2.6377436241724607E8,2.18860682378957E8,2.188605207560258E8,3.744202954E9,4.4399825713999987E8,3.476828538E9,1
2.2962124141543654E8,2.537568737875759E8,2.1886029882537562E8,2.1886059132012337E8,2.963661114E9,3.720022787199962E8,2.756918547E9,1
2.1972608246466848E8,2.216686224460616E8,2.1886231016008985E8,2.18867089912363E8,3.53278801E8,2.3087966950999996E8,3.30345217E8,1
2.3067073890028736E8,2.5716841203317502E8,2.1886075984153298E8,2.1886119497484493E8,3.339574933E9,3.7450988733999455E8,3.114128798E9,1
2.304525513550998E8,2.5583638074213266E8,2.188608945659896E8,2.1886143098287442E8,3.616668079E9,3.3044490771000344E8,3.232745433E9,1
2.30976847716365E8,2.5752506407116154E8,2.188610481997427E8,2.1886142236762553E8,3.801623444E9,3.342770280700038E8,3.616816477E9,1
2.1968458027831858E8,2.2149155902494985E8,2.188613066486397E8,2.1886388546082297E8,3.91207882E8,2.267513129700003E8,3.51320103E8,1
2.304765219503403E8,2.5594452758265516E8,2.1886098431104904E8,2.1886142070756355E8,3.696532333E9,3.315845937099981E8,3.329983789E9,1
2.3081200132312766E8,2.5678108902361786E8,2.1886036405578154E8,2.188604579318823E8,3.709357939E9,3.955539830999987E8,3.532567286E9,1
2.304714672979429E8,2.55701938021243E8,2.1886014183247638E8,2.1886044910385334E8,3.503325834E9,4.0579695764999634E8,3.407796181E9,1
2.197007148407365E8,2.2152730808497632E8,2.1889243753235877E8,2.189626376281655E8,3.93957071E8,2.3321034786999983E8,3.7475747E8,1
2.3113640038699776E8,2.5780532942312434E8,2.1886053174850333E8,2.1886114020064473E8,3.644669957E9,4.5318340612999964E8,3.483522008E9,1
2.2882695973499554E8,2.510066895532015E8,2.1886066551409307E8,2.1886104055497494E8,3.295788432E9,3.4535159826000243E8,3.119496848E9,1
2.291820158258866E8,2.521378475592747E8,2.1886084469108182E8,2.1886114951875192E8,3.3813591E9,3.576121495799933E8,3.069816971E9,1
2.1952394017044726E8,2.2100004687516347E8,2.1886532606710005E8,2.1887654182886505E8,3.56255165E8,2.2765932862000006E8,3.50687451E8,1
2.2908015552976742E8,2.5179448831399396E8,2.188607618907388E8,2.1886074193890333E8,3.346565981E9,3.46804690060002E8,2.565028402E9,1
2.3108815049295774E8,2.5851868421106178E8,2.1886053304874372E8,2.1886040450336328E8,3.44915055E9,4.17173406919996E8,3.315224375E9,1
2.2990504468366945E8,2.546781726691419E8,2.1886025790591407E8,2.188605313425075E8,3.157160116E9,3.765930448499984E8,3.045933115E9,1
2.196297387835E8,2.213561927329738E8,2.1886094138254866E8,2.188627254410747E8,3.3826185E8,2.295342351700005E8,3.30924053E8,1
2.291241578411525E8,2.5215179908991978E8,2.188605031276195E8,2.1886083957454666E8,3.007757582E9,3.5423925789999896E8,2.785398469E9,1
2.2835324076988763E8,2.4913852684361073E8,2.1886093040383348E8,2.188613844815736E8,3.057277537E9,3.1038862151000017E8,2.698080051E9,1
2.3046496863787156E8,2.5588984486130702E8,2.18860946941971E8,2.1886125837316424E8,3.738056773E9,3.285869931500043E8,3.348311696E9,1
2.1965090964161688E8,2.2138415776155716E8,2.189234138155815E8,2.1906161735582808E8,4.05952362E8,2.263442045200005E8,3.65672398E8,1
2.320553845992058E8,2.6098351144342384E8,2.1886113768911138E8,2.188617575728758E8,4.28210516E9,3.4501301523999715E8,3.855917431E9,1
2.3071304888516617E8,2.564677171525543E8,2.1886030536276492E8,2.1886045682866168E8,3.86733872E9,3.841341243699999E8,3.627941082E9,1
2.28227182091581E8,2.485809859307598E8,2.1886022182254502E8,2.188604381317083E8,2.970093657E9,3.622804878299984E8,2.768605921E9,1
2.1966439711280212E8,2.2141206588594782E8,2.1892509913659456E8,2.1906596526352608E8,3.97960309E8,2.3199019812000054E8,3.72513095E8,1
2.323369701682089E8,2.6161431290894842E8,2.1886056033830497E8,2.1886112905526355E8,4.168216062E9,4.612896933600067E8,3.841624915E9,1
2.1959435871843782E8,2.2122705958117482E8,2.1886181751845065E8,2.1886537919593102E8,4.19797753E8,2.2838561439000097E8,3.94444107E8,1
2.1896002893198976E8,2.1895700606302163E8,2.1886004977823696E8,2.1886007877947715E8,2.2123821229999995E8,2.190466342760001E8,2.2166580280000025E8,1
2.202461946995311E8,2.2019316933350864E8,2.1891534469657245E8,2.1891338989584234E8,2.505342074000003E8,2.2189842266999957E8,2.5495903440000042E8,1
2.2025595241384023E8,2.2018556202521324E8,2.188600513358596E8,2.1886012900764963E8,2.5089006940000024E8,2.2317201980999944E8,2.562163871999995E8,1
2.2022447762918735E8,2.2016662464591184E8,2.189595422044175E8,2.1895528064360562E8,2.5366542969999984E8,2.2313711552000025E8,2.554307934000003E8,1
2.204143566745925E8,2.203664489268046E8,2.1886068366832814E8,2.1886068384000114E8,2.5516940380000073E8,2.215777261020005E8,2.6297493350000018E8,1
2.20320727583659E8,2.2026472392472297E8,2.1886017548063344E8,2.1886035996573898E8,2.517205339E8,2.2206506076999995E8,2.560400903999993E8,1
2.2029417870495513E8,2.2022188440203413E8,2.1886004867255732E8,2.1886012695293102E8,2.5110719670000005E8,2.23252651010001E8,2.5646707820000055E8,1
2.1971591395673046E8,2.1967961679407793E8,2.1892904622292706E8,2.1892607465888432E8,2.4052225320000002E8,2.216160425799996E8,2.4168599199999863E8,1
2.204991085212382E8,2.2044866552189037E8,2.18864219569006E8,2.188640865938565E8,2.5865583150000003E8,2.2241375703000027E8,2.6444045399999967E8,1
2.204089713596763E8,2.203495550513888E8,2.1886223818217877E8,2.1886235149287662E8,2.5323869820000058E8,2.2226729571999973E8,2.57814977900001E8,1
2.41338207577455E8,2.4020345319663635E8,2.1886044293286943E8,2.1886044937384972E8,6.896818173000054E8,2.789210956600032E8,7.707662204000015E8,1
2.4069677290098363E8,2.395963963653505E8,2.1886010361790034E8,2.18860277255981E8,7.012530505999964E8,2.82606870290002E8,7.79571817299994E8,1
2.2044101103372288E8,2.203612989171485E8,2.1892083728697532E8,2.189178778097776E8,2.5396813750000125E8,2.2375536864999917E8,2.5963029779999936E8,1
